site_id,therapeutic_area,indication,planned_start_date,site_startup_days,fpi_date,enrollment_months,target_enrollment,actual_enrollment,avg_enroll_rate_per_month,screen_fail_rate,protocol_deviation_rate,data_entry_lag_days,retention_rate,competing_trials_same_ta
SITE1192,Neurology,MS,2018-09-24,48,2018-11-11,3,52,58,10.0,0.34,0.0,6,0.75,2
SITE1193,Cardiology,AF,2020-03-13,50,2020-05-02,14,14,14,1.24,0.03,0.03,10,0.89,4
SITE1193,Neurology,MS,2022-12-27,63,2023-02-28,4,52,43,10.0,0.26,0.06,6,0.74,2
SITE1193,Oncology,Breast Cancer,2019-04-27,81,2019-07-17,9,35,37,2.44,0.27,0.03,5,0.99,4
SITE1193,Neurology,MS,2018-07-24,81,2018-10-13,6,35,32,5.3,0.21,0.03,3,0.86,0
SITE1193,Oncology,Melanoma,2022-03-11,51,2022-05-01,8,53,49,7.45,0.22,0.09,3,0.83,2
SITE1193,Oncology,Prostate,2023-05-27,79,2023-08-14,8,19,15,2.65,0.21,0.06,3,0.93,4
SITE1193,Endocrinology,T2D,2024-06-04,72,2024-08-15,10,24,21,2.27,0.15,0.03,6,0.87,1
SITE1194,Oncology,Prostate,2020-03-10,72,2020-05-21,11,25,27,2.36,0.26,0.03,11,0.9,0
SITE1194,Oncology,Melanoma,2018-02-15,44,2018-03-31,10,47,37,4.29,0.12,0.02,9,0.8,3
SITE1194,Oncology,CRC,2020-10-18,82,2021-01-08,5,54,60,10.0,0.09,0.06,4,0.99,2
SITE1194,Oncology,CRC,2018-12-26,78,2019-03-14,3,51,52,10.0,0.19,0.07,10,0.88,1
SITE1195,Cardiology,HF,2024-01-14,81,2024-04-04,5,9,17,2.33,0.06,0.04,11,0.99,4
SITE1195,Oncology,Prostate,2023-04-23,62,2023-06-24,3,54,46,10.0,0.29,0.08,6,0.8,4
SITE1195,Cardiology,AF,2017-04-16,28,2017-05-14,10,8,6,0.51,0.28,0.03,3,0.9,0
SITE1195,Cardiology,AF,2022-01-15,67,2022-03-23,3,27,29,9.44,0.27,0.05,8,0.83,4
SITE1195,Oncology,Breast Cancer,2019-04-16,71,2019-06-26,9,37,39,3.94,0.29,0.02,4,0.79,3
SITE1195,Oncology,Prostate,2022-08-17,62,2022-10-18,14,5,5,0.37,0.22,0.03,6,0.86,0
SITE1195,Cardiology,ACS,2024-12-18,61,2025-02-17,15,42,37,1.81,0.25,0.04,3,0.98,3
SITE1196,Neurology,MS,2023-01-12,43,2023-02-24,7,9,3,1.1,0.15,0.07,8,0.82,3
SITE1196,Oncology,Melanoma,2017-04-05,36,2017-05-11,8,55,53,7.03,0.17,0.06,5,0.99,4
SITE1196,Oncology,Breast Cancer,2021-06-13,103,2021-09-24,19,38,27,1.02,0.17,0.05,10,0.81,2
SITE1196,Oncology,NSCLC,2018-12-19,46,2019-02-03,12,29,26,1.98,0.22,0.04,6,0.95,1
SITE1196,Oncology,Breast Cancer,2023-09-15,32,2023-10-17,9,48,43,5.49,0.34,0.05,6,0.89,3
SITE1196,Endocrinology,Obesity,2020-04-30,45,2020-06-14,13,29,24,1.7,0.36,0.06,5,0.92,1
SITE1197,Neurology,MS,2024-02-23,117,2024-06-19,11,30,23,2.67,0.18,0.08,6,0.84,1
SITE1197,Endocrinology,Obesity,2017-01-05,53,2017-02-27,9,9,10,1.41,0.19,0.05,2,0.72,2
SITE1197,Oncology,Prostate,2023-09-25,52,2023-11-16,12,7,7,0.2,0.14,0.0,10,0.93,3
SITE1197,Oncology,NSCLC,2018-06-20,89,2018-09-17,9,16,13,1.73,0.18,0.03,2,0.88,2
SITE1197,Oncology,Prostate,2020-01-22,64,2020-03-26,3,46,48,10.0,0.19,0.06,6,0.96,1
SITE1197,Neurology,Epilepsy,2020-01-07,101,2020-04-17,14,50,44,4.16,0.26,0.01,11,0.92,4
SITE1197,Oncology,Breast Cancer,2018-04-11,43,2018-05-24,8,55,58,6.45,0.31,0.04,3,0.92,3
SITE1197,Endocrinology,Obesity,2024-01-14,92,2024-04-15,7,15,13,2.84,0.18,0.07,8,0.87,0
SITE1198,Oncology,NSCLC,2024-07-30,61,2024-09-29,11,44,34,4.63,0.31,0.06,4,0.97,2
SITE1198,Endocrinology,T2D,2023-04-01,53,2023-05-24,13,26,23,1.27,0.26,0.06,2,0.9,1
SITE1198,Oncology,CRC,2024-12-08,60,2025-02-06,7,43,50,7.05,0.34,0.05,5,0.99,2
SITE1199,Oncology,CRC,2018-05-31,80,2018-08-19,14,22,17,1.49,0.27,0.04,7,0.87,2
SITE1199,Cardiology,HF,2020-07-03,85,2020-09-26,15,18,19,1.35,0.04,0.02,10,0.78,4
SITE1199,Neurology,MS,2024-05-11,92,2024-08-11,13,55,48,4.48,0.19,0.05,6,0.87,0
SITE1200,Oncology,Prostate,2017-12-03,66,2018-02-07,12,47,44,3.43,0.31,0.02,6,0.99,1
SITE1200,Cardiology,ACS,2018-04-18,70,2018-06-27,5,31,35,6.71,0.11,0.04,9,0.87,4
SITE1201,Endocrinology,Obesity,2020-02-03,69,2020-04-12,11,6,3,0.2,0.27,0.03,7,0.85,3
SITE1201,Oncology,NSCLC,2022-06-03,67,2022-08-09,15,59,56,3.8,0.25,0.04,5,0.83,1
SITE1201,Oncology,Prostate,2022-04-10,66,2022-06-15,5,18,22,4.72,0.2,0.03,4,0.86,4
SITE1201,Neurology,MS,2022-12-10,94,2023-03-14,15,49,42,3.15,0.03,0.07,8,0.78,3
SITE1201,Neurology,MS,2018-07-04,89,2018-10-01,3,26,25,8.49,0.34,0.08,6,0.92,0
SITE1201,Oncology,Breast Cancer,2022-11-22,73,2023-02-03,5,53,53,10.0,0.26,0.03,8,0.78,0
SITE1202,Endocrinology,Obesity,2019-07-14,102,2019-10-24,14,57,51,4.05,0.25,0.03,4,0.91,3
SITE1202,Endocrinology,T2D,2022-09-29,66,2022-12-04,13,5,2,1.93,0.42,0.09,8,0.85,0
SITE1202,Oncology,NSCLC,2024-07-14,70,2024-09-22,6,15,9,2.44,0.19,0.07,0,0.86,0
SITE1202,Endocrinology,Obesity,2022-06-06,53,2022-07-29,13,42,34,3.16,0.11,0.02,4,0.8,1
SITE1202,Oncology,Melanoma,2017-11-05,62,2018-01-06,14,42,42,3.74,0.34,0.07,7,0.8,4
SITE1202,Oncology,Breast Cancer,2020-08-21,65,2020-10-25,4,23,21,6.41,0.31,0.04,10,0.88,1
SITE1202,Neurology,Epilepsy,2020-09-28,82,2020-12-19,10,49,46,5.98,0.28,0.06,4,0.89,0
SITE1202,Oncology,CRC,2022-02-07,53,2022-04-01,7,32,35,4.43,0.22,0.07,4,0.9,0
SITE1203,Oncology,Breast Cancer,2017-10-13,79,2017-12-31,8,19,23,1.8,0.3,0.06,13,0.85,2
SITE1203,Oncology,NSCLC,2021-08-06,74,2021-10-19,3,52,55,10.0,0.22,0.1,5,0.82,0
SITE1204,Neurology,Epilepsy,2019-11-01,88,2020-01-28,7,30,30,5.86,0.2,0.03,13,0.84,0
SITE1204,Endocrinology,T2D,2020-02-12,60,2020-04-12,10,35,35,3.23,0.12,0.03,12,0.88,4
SITE1204,Oncology,Prostate,2022-08-10,76,2022-10-25,11,52,52,5.59,0.21,0.05,5,0.88,4
SITE1204,Oncology,Melanoma,2018-12-10,101,2019-03-21,15,24,26,1.1,0.24,0.03,8,0.92,2
SITE1204,Endocrinology,T2D,2017-02-20,65,2017-04-26,6,5,8,0.2,0.27,0.0,11,0.93,3
SITE1204,Endocrinology,T2D,2019-11-11,55,2020-01-05,10,24,16,2.82,0.24,0.07,7,0.87,1
SITE1204,Cardiology,ACS,2020-04-16,96,2020-07-21,20,28,38,1.69,0.12,0.04,8,0.92,3
SITE1205,Oncology,Breast Cancer,2024-08-13,58,2024-10-10,9,46,41,4.9,0.08,0.04,8,0.91,4
SITE1205,Oncology,Prostate,2019-04-25,62,2019-06-26,8,44,50,5.94,0.22,0.06,8,0.94,3
SITE1205,Cardiology,AF,2017-12-05,104,2018-03-19,6,25,27,5.0,0.29,0.01,3,0.88,3
SITE1205,Neurology,MS,2019-02-24,71,2019-05-06,12,29,24,1.76,0.07,0.07,7,0.85,2
SITE1205,Neurology,Epilepsy,2022-01-23,94,2022-04-27,9,5,0,0.2,0.2,0.05,8,0.85,3
SITE1205,Cardiology,AF,2022-12-02,87,2023-02-27,12,5,9,0.84,0.2,0.03,2,0.95,2
SITE1205,Endocrinology,Obesity,2020-05-26,88,2020-08-22,9,55,46,6.15,0.25,0.06,1,0.99,1
SITE1206,Oncology,Breast Cancer,2023-07-16,82,2023-10-06,11,51,40,3.91,0.21,0.07,2,0.89,2
SITE1206,Endocrinology,Obesity,2020-11-10,81,2021-01-30,5,15,5,1.45,0.14,0.0,8,0.99,3
SITE1206,Oncology,CRC,2022-03-04,67,2022-05-10,9,35,37,3.91,0.15,0.07,6,0.93,3
SITE1206,Neurology,Epilepsy,2019-11-24,53,2020-01-16,6,50,51,9.09,0.26,0.08,3,0.99,1
SITE1207,Oncology,Melanoma,2019-09-18,72,2019-11-29,12,24,26,1.28,0.24,0.06,6,0.88,2
SITE1207,Oncology,NSCLC,2021-12-29,55,2022-02-22,12,52,45,4.8,0.03,0.0,4,0.89,1
SITE1208,Neurology,Epilepsy,2019-10-24,61,2019-12-24,4,43,41,10.0,0.13,0.1,7,0.72,1
SITE1208,Cardiology,HF,2017-12-14,71,2018-02-23,10,24,20,3.28,0.06,0.13,6,0.81,1
SITE1208,Oncology,Breast Cancer,2018-01-21,96,2018-04-27,10,17,19,1.51,0.25,0.07,6,0.92,0
SITE1208,Endocrinology,T2D,2023-08-23,122,2023-12-23,7,6,8,0.2,0.2,0.03,4,0.93,3
SITE1208,Oncology,NSCLC,2024-03-09,81,2024-05-29,6,41,42,6.61,0.39,0.07,8,0.99,0
SITE1208,Oncology,NSCLC,2021-10-18,80,2022-01-06,3,40,42,10.0,0.12,0.06,3,0.86,2
SITE1208,Oncology,CRC,2018-01-09,64,2018-03-14,10,46,38,5.16,0.21,0.03,2,0.95,2
SITE1208,Cardiology,HF,2023-05-26,76,2023-08-10,10,15,14,0.69,0.32,0.02,7,0.92,2
SITE1209,Oncology,NSCLC,2020-03-27,58,2020-05-24,9,17,12,1.47,0.21,0.03,0,0.72,0
SITE1209,Endocrinology,T2D,2018-11-17,89,2019-02-14,19,30,18,0.83,0.26,0.11,8,0.94,4
SITE1209,Endocrinology,T2D,2020-05-31,36,2020-07-06,9,21,25,2.21,0.19,0.05,5,0.99,3
SITE1209,Endocrinology,T2D,2018-08-27,59,2018-10-25,5,48,42,9.59,0.24,0.06,8,0.99,2
SITE1209,Neurology,MS,2024-12-19,92,2025-03-21,14,10,6,0.51,0.28,0.08,10,0.88,4
SITE1209,Oncology,NSCLC,2023-06-05,79,2023-08-23,3,39,40,10.0,0.25,0.04,6,0.82,1
SITE1210,Oncology,NSCLC,2018-06-02,42,2018-07-14,6,34,22,5.47,0.14,0.05,4,0.89,3
SITE1210,Cardiology,ACS,2022-04-16,28,2022-05-14,14,23,19,2.23,0.23,0.03,6,0.78,0
SITE1210,Oncology,CRC,2021-04-11,68,2021-06-18,15,22,17,0.38,0.19,0.0,5,0.86,2
SITE1210,Oncology,Melanoma,2018-10-04,28,2018-11-01,6,31,21,5.96,0.29,0.07,5,0.95,4
SITE1210,Oncology,CRC,2018-02-24,59,2018-04-24,8,13,11,3.25,0.11,0.07,3,0.89,4
SITE1210,Cardiology,ACS,2024-11-15,49,2025-01-03,9,13,8,0.94,0.2,0.03,5,0.86,1
SITE1210,Neurology,MS,2017-12-27,88,2018-03-25,12,21,16,1.13,0.23,0.03,9,0.86,2
SITE1210,Neurology,MS,2024-09-20,81,2024-12-10,7,21,20,3.03,0.18,0.01,5,0.93,0
SITE1210,Oncology,Melanoma,2023-12-20,79,2024-03-08,10,30,24,4.17,0.2,0.03,3,0.75,2
SITE1210,Oncology,Prostate,2020-06-22,90,2020-09-20,12,46,50,4.62,0.08,0.1,3,0.86,2
SITE1210,Oncology,Prostate,2019-09-01,72,2019-11-12,7,44,47,8.1,0.13,0.01,6,0.8,2
SITE1210,Endocrinology,T2D,2022-06-30,37,2022-08-06,14,18,10,1.38,0.16,0.06,9,0.88,1
SITE1211,Endocrinology,Obesity,2021-02-27,57,2021-04-25,11,8,3,0.2,0.29,0.07,6,0.84,1
SITE1211,Oncology,CRC,2021-07-14,65,2021-09-17,10,57,55,5.95,0.16,0.01,0,0.87,1
SITE1211,Oncology,CRC,2017-08-05,81,2017-10-25,8,34,37,4.56,0.13,0.03,5,0.68,4
SITE1211,Endocrinology,T2D,2023-01-31,39,2023-03-11,7,56,50,9.28,0.28,0.06,5,0.84,3
SITE1211,Oncology,Melanoma,2021-02-11,52,2021-04-04,9,38,35,6.03,0.04,0.05,4,0.98,4
SITE1212,Cardiology,HF,2022-12-12,44,2023-01-25,6,16,16,3.49,0.18,0.06,6,0.9,1
SITE1212,Endocrinology,Obesity,2022-04-10,106,2022-07-25,14,17,18,1.36,0.15,0.06,4,0.87,4
SITE1212,Oncology,Prostate,2022-12-10,48,2023-01-27,3,26,17,7.82,0.39,0.07,5,0.75,0
SITE1212,Oncology,CRC,2022-07-04,60,2022-09-02,13,35,24,3.16,0.19,0.06,8,0.81,2
SITE1212,Cardiology,AF,2018-05-12,73,2018-07-24,11,11,8,1.12,0.12,0.05,7,0.82,1
SITE1212,Neurology,Epilepsy,2022-09-25,101,2023-01-04,9,52,52,5.87,0.22,0.03,9,0.85,1
SITE1212,Oncology,CRC,2017-01-15,111,2017-05-06,8,19,17,2.16,0.22,0.05,4,0.9,0
SITE1213,Neurology,Epilepsy,2023-11-09,59,2024-01-07,10,44,39,5.39,0.13,0.03,7,0.95,3
SITE1213,Oncology,Prostate,2018-02-26,38,2018-04-05,6,43,45,6.37,0.15,0.11,5,0.77,3
SITE1213,Oncology,CRC,2020-10-04,92,2021-01-04,5,55,44,10.0,0.27,0.07,4,0.9,3
SITE1213,Cardiology,ACS,2024-01-29,71,2024-04-09,10,42,40,3.59,0.22,0.04,6,0.89,2
SITE1213,Oncology,Breast Cancer,2021-04-17,96,2021-07-22,3,30,28,10.0,0.29,0.06,4,0.9,0
SITE1214,Endocrinology,T2D,2021-02-15,96,2021-05-22,7,41,47,4.89,0.09,0.01,5,0.86,1
SITE1214,Oncology,Prostate,2022-07-20,73,2022-10-01,4,9,6,2.14,0.13,0.04,6,0.99,3
SITE1215,Endocrinology,T2D,2023-05-11,67,2023-07-17,13,52,44,4.13,0.11,0.03,1,0.87,3
SITE1215,Oncology,NSCLC,2017-10-25,67,2017-12-31,8,57,61,7.04,0.19,0.06,6,0.91,2
SITE1215,Oncology,Melanoma,2019-08-18,32,2019-09-19,14,33,33,1.72,0.22,0.09,4,0.85,4
SITE1215,Oncology,Prostate,2021-02-05,77,2021-04-23,10,55,45,5.96,0.31,0.1,5,0.85,2
SITE1216,Cardiology,AF,2017-02-10,104,2017-05-25,13,17,12,1.47,0.15,0.05,9,0.99,3
SITE1216,Oncology,Melanoma,2018-10-17,51,2018-12-07,7,20,22,3.24,0.16,0.05,8,0.95,2
SITE1216,Neurology,MS,2019-09-03,108,2019-12-20,6,25,19,4.95,0.17,0.03,7,0.82,0
SITE1216,Neurology,MS,2017-12-26,59,2018-02-23,12,56,55,4.25,0.18,0.05,0,0.95,1
SITE1217,Endocrinology,T2D,2018-12-21,73,2019-03-04,8,16,15,3.12,0.03,0.06,7,0.92,4
SITE1217,Neurology,MS,2017-06-30,46,2017-08-15,9,44,41,4.65,0.13,0.05,7,0.84,0
SITE1217,Oncology,Breast Cancer,2018-11-19,50,2019-01-08,13,50,51,4.02,0.11,0.08,6,0.81,1
SITE1218,Oncology,Prostate,2022-12-29,55,2023-02-22,10,24,22,2.77,0.12,0.06,7,0.75,2
SITE1218,Cardiology,HF,2018-01-26,79,2018-04-15,11,14,16,1.03,0.18,0.03,6,0.95,4
SITE1218,Oncology,Melanoma,2021-07-22,60,2021-09-20,10,56,50,6.49,0.17,0.02,5,0.91,3
SITE1218,Neurology,MS,2019-11-24,56,2020-01-19,17,36,38,0.39,0.24,0.1,7,0.83,4
SITE1218,Oncology,Breast Cancer,2022-05-24,63,2022-07-26,8,40,40,5.27,0.28,0.08,8,0.93,4
SITE1218,Oncology,Prostate,2019-03-15,51,2019-05-05,12,35,36,2.68,0.08,0.0,7,0.93,4
SITE1218,Endocrinology,T2D,2024-10-26,91,2025-01-25,15,26,21,0.45,0.19,0.05,7,0.91,1
SITE1219,Oncology,Prostate,2017-07-31,70,2017-10-09,5,23,16,5.67,0.17,0.04,4,0.92,3
SITE1219,Oncology,NSCLC,2017-11-13,53,2018-01-05,7,42,43,5.37,0.09,0.05,4,0.96,2
SITE1219,Oncology,Prostate,2024-12-29,46,2025-02-13,19,44,36,2.81,0.2,0.05,4,0.99,2
SITE1219,Oncology,Breast Cancer,2022-07-31,63,2022-10-02,3,14,16,4.86,0.24,0.02,6,0.82,3
SITE1219,Cardiology,HF,2021-08-30,72,2021-11-10,8,55,50,6.72,0.26,0.09,2,0.91,1
SITE1219,Oncology,NSCLC,2022-10-10,38,2022-11-17,12,45,46,3.78,0.2,0.0,6,0.88,0
SITE1220,Cardiology,HF,2020-07-15,67,2020-09-20,10,50,56,4.41,0.25,0.06,5,0.91,2
SITE1220,Neurology,MS,2019-04-07,88,2019-07-04,17,24,22,0.32,0.27,0.05,7,0.78,0
SITE1220,Endocrinology,T2D,2021-03-01,113,2021-06-22,15,27,27,1.12,0.3,0.09,2,0.77,3
SITE1220,Oncology,CRC,2024-03-21,87,2024-06-16,6,43,41,7.27,0.06,0.06,5,0.86,1
SITE1220,Neurology,Epilepsy,2024-06-23,48,2024-08-10,5,15,6,3.94,0.22,0.08,8,0.92,4
SITE1220,Cardiology,ACS,2023-06-14,28,2023-07-12,9,47,48,5.32,0.17,0.07,6,0.86,4
SITE1220,Oncology,Breast Cancer,2021-09-22,73,2021-12-04,12,19,16,1.58,0.23,0.07,6,0.84,1
SITE1220,Cardiology,HF,2024-08-20,36,2024-09-25,7,54,53,6.72,0.25,0.03,7,0.89,2
SITE1220,Endocrinology,T2D,2021-02-27,71,2021-05-09,5,48,45,9.25,0.37,0.06,2,0.81,4
SITE1220,Oncology,NSCLC,2023-11-25,90,2024-02-23,11,36,37,4.23,0.16,0.09,5,0.86,2
SITE1221,Oncology,Prostate,2021-07-15,68,2021-09-21,3,57,57,10.0,0.18,0.06,9,0.8,1
SITE1221,Oncology,CRC,2022-07-08,37,2022-08-14,8,48,46,5.3,0.2,0.04,6,0.86,2
SITE1221,Neurology,MS,2022-07-28,83,2022-10-19,9,37,39,4.28,0.13,0.04,3,0.88,0
SITE1221,Oncology,Melanoma,2022-11-05,43,2022-12-18,16,27,30,2.19,0.05,0.12,5,0.95,3
SITE1221,Cardiology,AF,2017-10-23,49,2017-12-11,14,5,2,0.2,0.3,0.08,3,0.9,4
SITE1222,Oncology,Prostate,2018-02-19,64,2018-04-24,12,25,26,2.01,0.23,0.06,4,0.85,0
SITE1222,Oncology,Prostate,2018-06-01,67,2018-08-07,9,54,47,6.36,0.14,0.04,9,0.78,4
SITE1222,Neurology,Epilepsy,2017-06-01,64,2017-08-04,15,5,9,0.2,0.27,0.04,1,0.86,2
SITE1223,Oncology,Melanoma,2023-08-13,54,2023-10-06,16,14,7,0.84,0.21,0.08,8,0.87,2
SITE1223,Cardiology,HF,2017-08-19,112,2017-12-09,9,27,24,2.53,0.15,0.02,5,0.82,4
SITE1223,Endocrinology,Obesity,2024-05-24,70,2024-08-02,10,38,40,4.36,0.23,0.05,6,0.77,1
SITE1223,Oncology,Prostate,2019-08-28,80,2019-11-16,12,40,35,3.52,0.17,0.03,8,0.93,4
SITE1223,Neurology,Epilepsy,2023-09-04,58,2023-11-01,12,27,25,1.1,0.22,0.0,2,0.88,3
SITE1223,Oncology,NSCLC,2023-08-13,83,2023-11-04,12,45,46,4.78,0.21,0.09,8,0.81,0
SITE1223,Oncology,CRC,2017-11-23,83,2018-02-14,11,58,50,5.72,0.25,0.05,9,0.68,2
SITE1224,Oncology,Breast Cancer,2021-05-08,49,2021-06-26,11,5,8,0.2,0.15,0.06,11,0.83,0
SITE1224,Endocrinology,T2D,2024-08-10,54,2024-10-03,11,52,49,4.52,0.23,0.06,0,0.87,1
SITE1224,Oncology,CRC,2024-02-04,72,2024-04-16,10,21,12,2.63,0.16,0.06,1,0.79,3
SITE1224,Endocrinology,Obesity,2019-11-17,52,2020-01-08,12,7,10,0.2,0.21,0.06,5,0.91,2
SITE1224,Endocrinology,Obesity,2022-03-12,73,2022-05-24,5,24,33,5.58,0.27,0.08,6,0.99,0
SITE1225,Endocrinology,Obesity,2017-09-03,65,2017-11-07,9,5,0,0.65,0.33,0.01,3,0.99,3
SITE1225,Endocrinology,Obesity,2019-09-23,28,2019-10-21,6,51,47,7.85,0.08,0.05,4,0.92,2
SITE1225,Oncology,NSCLC,2021-02-23,49,2021-04-13,10,22,18,2.29,0.25,0.01,6,0.84,1
SITE1225,Oncology,CRC,2018-11-30,90,2019-02-28,16,39,41,2.8,0.12,0.06,5,0.84,0
SITE1225,Oncology,Breast Cancer,2019-10-10,40,2019-11-19,10,9,11,0.55,0.2,0.06,10,0.9,1
SITE1226,Oncology,Prostate,2019-10-16,53,2019-12-08,7,7,6,1.27,0.11,0.05,9,0.97,4
SITE1226,Endocrinology,T2D,2017-11-05,81,2018-01-25,15,13,16,0.55,0.14,0.06,3,0.89,4
SITE1226,Endocrinology,Obesity,2021-10-21,79,2022-01-08,11,15,17,1.1,0.15,0.02,8,0.91,1
SITE1226,Oncology,Prostate,2018-12-25,71,2019-03-06,8,29,30,3.95,0.13,0.09,7,0.85,2
SITE1226,Oncology,CRC,2018-07-16,106,2018-10-30,5,18,18,2.41,0.24,0.08,11,0.9,4
SITE1226,Cardiology,ACS,2024-12-02,51,2025-01-22,9,36,31,4.21,0.33,0.06,4,0.71,0
SITE1226,Cardiology,HF,2022-05-15,44,2022-06-28,10,6,6,1.03,0.17,0.1,5,0.88,4
SITE1227,Oncology,Breast Cancer,2019-11-18,95,2020-02-21,16,29,23,1.78,0.08,0.02,3,0.86,3
SITE1227,Oncology,NSCLC,2018-07-15,77,2018-09-30,6,28,30,5.75,0.3,0.07,3,0.85,0
SITE1227,Oncology,Prostate,2021-06-09,98,2021-09-15,9,57,46,6.78,0.27,0.12,5,0.96,4
SITE1227,Oncology,Melanoma,2017-12-28,40,2018-02-06,6,16,13,2.18,0.03,0.07,14,0.94,1
SITE1227,Oncology,Prostate,2020-12-14,53,2021-02-05,12,59,63,3.87,0.16,0.06,7,0.99,4
SITE1227,Oncology,NSCLC,2020-10-16,66,2020-12-21,8,38,29,4.75,0.26,0.09,5,0.86,3
SITE1227,Cardiology,AF,2018-11-26,28,2018-12-24,13,10,12,1.51,0.18,0.05,8,0.8,0
SITE1227,Oncology,CRC,2024-01-11,63,2024-03-14,14,48,43,4.75,0.12,0.05,8,0.79,3
SITE1227,Oncology,Breast Cancer,2023-01-22,69,2023-04-01,6,16,15,2.83,0.15,0.03,4,0.9,2
SITE1227,Endocrinology,Obesity,2023-05-20,72,2023-07-31,12,36,30,4.15,0.15,0.0,8,0.99,0
SITE1227,Oncology,CRC,2024-12-15,52,2025-02-05,13,6,5,0.2,0.18,0.04,11,0.75,4
SITE1227,Neurology,Epilepsy,2017-10-10,88,2018-01-06,7,47,37,6.5,0.12,0.04,4,0.98,0
SITE1227,Cardiology,ACS,2022-05-25,86,2022-08-19,15,51,51,5.17,0.23,0.1,8,0.95,0
SITE1228,Endocrinology,Obesity,2021-02-15,90,2021-05-16,4,37,31,9.23,0.13,0.03,7,0.99,4
SITE1228,Oncology,CRC,2022-02-19,59,2022-04-19,10,22,23,2.52,0.39,0.01,12,0.91,1
SITE1228,Neurology,Epilepsy,2018-09-18,35,2018-10-23,7,14,12,3.78,0.22,0.05,6,0.85,2
SITE1228,Oncology,NSCLC,2023-04-07,89,2023-07-05,12,5,1,0.2,0.19,0.07,5,0.9,4
SITE1228,Oncology,Prostate,2023-03-18,58,2023-05-15,7,50,44,8.02,0.17,0.05,7,0.85,0
SITE1228,Oncology,Breast Cancer,2024-04-24,99,2024-08-01,3,49,57,10.0,0.39,0.09,4,0.85,0
SITE1228,Endocrinology,Obesity,2022-12-04,46,2023-01-19,8,52,47,6.61,0.2,0.04,8,0.94,2
SITE1228,Oncology,Melanoma,2018-10-29,102,2019-02-08,8,33,34,5.73,0.25,0.02,5,0.84,1
SITE1229,Oncology,NSCLC,2018-06-16,62,2018-08-17,9,47,35,5.77,0.32,0.07,9,0.88,1
SITE1229,Endocrinology,Obesity,2020-05-08,66,2020-07-13,13,53,49,4.07,0.11,0.05,3,0.77,2
SITE1229,Cardiology,ACS,2020-11-16,81,2021-02-05,8,56,56,6.96,0.13,0.02,7,0.91,3
SITE1229,Cardiology,HF,2018-05-21,45,2018-07-05,12,42,38,2.46,0.26,0.08,10,0.92,1
SITE1229,Endocrinology,T2D,2022-04-23,63,2022-06-25,10,18,23,1.35,0.17,0.04,7,0.93,3
SITE1230,Endocrinology,T2D,2018-10-21,57,2018-12-17,9,40,40,3.81,0.18,0.02,0,0.83,3
SITE1230,Oncology,Prostate,2019-04-05,45,2019-05-20,8,36,38,3.47,0.29,0.07,7,0.88,1
SITE1231,Oncology,CRC,2021-12-03,66,2022-02-07,9,9,7,0.37,0.31,0.03,7,0.84,1
SITE1231,Oncology,CRC,2019-05-25,75,2019-08-08,6,53,46,8.18,0.32,0.0,15,0.97,4
SITE1231,Oncology,NSCLC,2018-04-11,86,2018-07-06,16,6,0,0.68,0.31,0.09,11,0.93,1
SITE1231,Neurology,Epilepsy,2018-08-22,39,2018-09-30,14,11,12,0.2,0.28,0.05,10,0.99,0
SITE1231,Oncology,Melanoma,2017-10-25,56,2017-12-20,7,27,21,2.93,0.15,0.02,9,0.94,4
SITE1232,Neurology,Epilepsy,2023-12-11,62,2024-02-11,7,27,30,3.15,0.36,0.03,6,0.81,2
SITE1232,Endocrinology,T2D,2018-05-08,77,2018-07-24,4,58,56,10.0,0.17,0.04,9,0.71,4
SITE1232,Oncology,NSCLC,2019-06-28,58,2019-08-25,16,40,36,2.47,0.13,0.02,6,0.88,3
SITE1232,Neurology,MS,2020-06-19,62,2020-08-20,16,15,18,2.27,0.15,0.09,3,0.79,3
SITE1232,Neurology,MS,2024-07-12,72,2024-09-22,12,34,33,3.01,0.16,0.07,9,0.77,0
SITE1232,Endocrinology,T2D,2022-08-19,69,2022-10-27,16,22,17,2.06,0.32,0.04,4,0.82,3
SITE1232,Oncology,NSCLC,2021-01-22,77,2021-04-09,10,32,27,4.49,0.28,0.07,4,0.88,0
SITE1232,Cardiology,ACS,2019-07-02,81,2019-09-21,14,31,36,1.8,0.16,0.07,5,0.88,1
SITE1233,Oncology,Melanoma,2019-06-07,68,2019-08-14,13,36,30,2.32,0.16,0.05,4,0.96,2
SITE1233,Cardiology,AF,2017-07-25,30,2017-08-24,11,22,17,2.47,0.05,0.04,7,0.95,2
SITE1233,Oncology,NSCLC,2017-08-14,74,2017-10-27,15,30,28,1.88,0.11,0.04,5,0.71,4
SITE1233,Oncology,Prostate,2017-12-10,82,2018-03-02,13,30,22,1.77,0.2,0.02,2,0.83,0
SITE1233,Cardiology,ACS,2023-05-26,91,2023-08-25,3,21,25,5.92,0.28,0.02,5,0.81,4
SITE1233,Oncology,Breast Cancer,2017-11-11,63,2018-01-13,12,31,25,1.68,0.09,0.02,4,0.72,0
SITE1233,Oncology,NSCLC,2021-06-21,92,2021-09-21,8,28,30,4.49,0.15,0.04,4,0.8,4
SITE1233,Oncology,Breast Cancer,2021-08-23,28,2021-09-20,5,22,27,4.34,0.24,0.05,8,0.85,2
